words@lav1986m	lav1986m	153.212	153.47	/
words@lav1986m	lav1986m	153.47	153.728	что
words@lav1986m	lav1986m	153.728	153.986	тоже
words@lav1986m	lav1986m	153.986	154.25	поклонница
words@lav1986m	lav1986m	155.05	155.596	Саня
words@lav1986m	lav1986m	155.596	156.142	просто
words@lav1986m	lav1986m	156.142	156.69	подошел
words@lav1986m	lav1986m	157.57	157.923	и
words@lav1986m	lav1986m	157.923	158.276	всё
words@lav1986m	lav1986m	158.276	158.629	/
words@lav1986m	lav1986m	158.629	158.982	и
words@lav1986m	lav1986m	158.982	159.335	мы
words@lav1986m	lav1986m	159.335	159.69	сфотографировались
words@lav1986m	lav1986m	160.0	160.145	и
words@lav1986m	lav1986m	160.145	160.29	всё
words@lav1986m	lav1986m	160.29	160.435	/
words@lav1986m	lav1986m	160.435	160.58	то
words@lav1986m	lav1986m	160.58	160.725	есть
words@lav1986m	lav1986m	160.725	160.87	они
words@lav1986m	lav1986m	160.87	161.015	подошли
words@lav1986m	lav1986m	161.015	161.16	/
words@lav1986m	lav1986m	161.16	161.305	мы
words@lav1986m	lav1986m	161.305	161.45	пообщались
words@lav1986m	lav1986m	162.025	162.181	ну
words@lav1986m	lav1986m	162.181	162.337	/
words@lav1986m	lav1986m	162.337	162.493	конечно
words@lav1986m	lav1986m	162.493	162.649	!
words@lav1986m	lav1986m	162.649	162.805	/
words@lav1986m	lav1986m	162.805	162.965	/
words@lav1986m	lav1986m	169.27	169.496	да
words@lav1986m	lav1986m	169.496	169.722	/
words@lav1986m	lav1986m	169.722	169.948	на
words@lav1986m	lav1986m	169.948	170.174	телефон
words@lav1986m	lav1986m	170.174	170.4	/
words@lav1986m	lav1986m	170.4	170.63	да
words@lav1986m	lav1986m	172.915	173.37	на
words@lav1986m	lav1986m	173.37	173.825	хороший
words@lav1986m	lav1986m	173.825	174.28	телефон
words@lav1986m	lav1986m	176.755	177.032	дорогущий
words@lav1986m	lav1986m	177.032	177.309	/
words@lav1986m	lav1986m	177.309	177.586	несколько
words@lav1986m	lav1986m	177.586	177.865	даже
words@lav1986m	lav1986m	185.66	185.862	Впечатление
words@lav1986m	lav1986m	185.862	186.064	?
words@lav1986m	lav1986m	186.064	186.266	/
words@lav1986m	lav1986m	186.266	186.47	/
words@lav1986m	lav1986m	188.74	189.047	Эээ...
words@lav1986m	lav1986m	189.047	189.354	/
words@lav1986m	lav1986m	189.354	189.661	я
words@lav1986m	lav1986m	189.661	189.968	снимался
words@lav1986m	lav1986m	189.968	190.275	с
words@lav1986m	lav1986m	190.275	190.582	Дмитрием
words@lav1986m	lav1986m	190.582	190.89	Нагиевым
words@lav1986m	lav1986m	196.3	196.512	Где-то
words@lav1986m	lav1986m	196.512	196.724	там...
words@lav1986m	lav1986m	196.724	196.936	/
words@lav1986m	lav1986m	196.936	197.15	/
words@lav1986m	lav1986m	200.77	200.998	Да
words@lav1986m	lav1986m	200.998	201.226	/
words@lav1986m	lav1986m	201.226	201.454	но
words@lav1986m	lav1986m	201.454	201.682	он
words@lav1986m	lav1986m	201.682	201.91	подошел
words@lav1986m	lav1986m	201.91	202.138	ко
words@lav1986m	lav1986m	202.138	202.366	мне
words@lav1986m	lav1986m	202.366	202.6	/
words@lav1986m	lav1986m	202.67	203.05	на
words@lav1986m	lav1986m	203.05	203.43	съемочной
words@lav1986m	lav1986m	203.43	203.81	площадке
words@lav1986m	lav1986m	203.81	204.19	/
words@lav1986m	lav1986m	204.85	205.042	Он
words@lav1986m	lav1986m	205.042	205.234	начал
words@lav1986m	lav1986m	205.234	205.426	говорить
words@lav1986m	lav1986m	205.426	205.618	про
words@lav1986m	lav1986m	205.618	205.81	загадку
words@lav1986m	lav1986m	205.81	206.002	дыры
words@lav1986m	lav1986m	206.002	206.194	/
words@lav1986m	lav1986m	206.194	206.386	что
words@lav1986m	lav1986m	206.386	206.578	это
words@lav1986m	lav1986m	206.578	206.77	очень
words@lav1986m	lav1986m	206.77	206.962	круто
words@lav1986m	lav1986m	206.962	207.154	/
words@lav1986m	lav1986m	207.154	207.346	а
words@lav1986m	lav1986m	207.346	207.538	мне
words@lav1986m	lav1986m	207.538	207.73	от
words@lav1986m	lav1986m	207.73	207.922	него
words@lav1986m	lav1986m	207.922	208.114	это
words@lav1986m	lav1986m	208.114	208.306	максимально
words@lav1986m	lav1986m	208.306	208.498	было
words@lav1986m	lav1986m	208.498	208.69	приятно
words@lav1986m	lav1986m	208.69	208.89	слушать
words@lav1986m	lav1986m	209.07	209.487	потому
words@lav1986m	lav1986m	209.487	209.904	что
words@lav1986m	lav1986m	209.904	210.321	он
words@lav1986m	lav1986m	210.321	210.738	тоже
words@lav1986m	lav1986m	210.738	211.155	как-то
words@lav1986m	lav1986m	211.155	211.572	хулиганил
words@lav1986m	lav1986m	211.572	211.989	такими
words@lav1986m	lav1986m	211.989	212.406	вещами
words@lav1986m	lav1986m	212.406	212.83	раньше
words@lav1986m	lav1986m	217.3	217.544	мне
words@lav1986m	lav1986m	217.544	217.788	было
words@lav1986m	lav1986m	217.788	218.032	максимально
words@lav1986m	lav1986m	218.032	218.276	приятно
words@lav1986m	lav1986m	218.276	218.52	/
words@lav1986m	lav1986m	218.52	218.764	и
words@lav1986m	lav1986m	218.764	219.008	он...
words@lav1986m	lav1986m	219.008	219.252	/
words@lav1986m	lav1986m	219.252	219.496	ему
words@lav1986m	lav1986m	219.496	219.74	очень
words@lav1986m	lav1986m	219.74	219.984	понравилась
words@lav1986m	lav1986m	219.984	220.23	фраза
words@lav1986m	lav1986m	220.43	220.63	волосы
words@lav1986m	lav1986m	220.63	220.83	стынут
words@lav1986m	lav1986m	220.83	221.03	в
words@lav1986m	lav1986m	221.03	221.23	жилах
words@lav1986m	lav1986m	221.23	221.43	/
words@lav1986m	lav1986m	221.43	221.63	/
words@lav1986m	lav1986m	223.15	223.271	я
words@lav1986m	lav1986m	223.271	223.392	тоже...
words@lav1986m	lav1986m	223.392	223.513	/
words@lav1986m	lav1986m	223.513	223.634	он
words@lav1986m	lav1986m	223.634	223.755	сказал
words@lav1986m	lav1986m	223.755	223.876	/
words@lav1986m	lav1986m	223.876	223.997	я
words@lav1986m	lav1986m	223.997	224.118	её
words@lav1986m	lav1986m	224.118	224.239	у
words@lav1986m	lav1986m	224.239	224.36	тя
words@lav1986m	lav1986m	224.36	224.481	украл
words@lav1986m	lav1986m	224.481	224.602	/
words@lav1986m	lav1986m	224.602	224.73	/
words@lav1986m	lav1986m	225.07	225.24	вот
words@lav1986m	lav1986m	225.24	225.41	эту
words@lav1986m	lav1986m	225.41	225.58	фразу
words@lav1986m	lav1986m	225.58	225.75	/
words@lav1986m	lav1986m	225.75	225.92	волосы
words@lav1986m	lav1986m	225.92	226.09	стынут
words@lav1986m	lav1986m	226.09	226.26	в
words@lav1986m	lav1986m	226.26	226.43	жилах
words@lav1986m	lav1986m	226.43	226.6	/
words@lav1986m	lav1986m	226.6	226.77	я
words@lav1986m	lav1986m	226.77	226.94	её
words@lav1986m	lav1986m	226.94	227.11	у
words@lav1986m	lav1986m	227.11	227.28	тя
words@lav1986m	lav1986m	227.28	227.46	украл
words@lav1986m	lav1986m	227.77	227.981	все
words@lav1986m	lav1986m	227.981	228.192	/
words@lav1986m	lav1986m	228.192	228.403	да
